Time,sample,Type,Sub,Chan,Num,Aux
10:51.6,234600,(,0,0,0,
10:51.7,234626,p,0,0,0,
10:51.7,234642,),0,0,0,
10:51.8,234665,(,0,0,1,
10:51.8,234683,N,0,0,0,
10:51.9,234690,),0,0,1,
10:52.1,234774,(,0,0,2,
10:52.2,234804,t,0,0,0,
10:52.2,234812,),0,0,2,
10:55.6,236022,(,0,0,0,
10:55.6,236048,p,0,0,0,
10:55.7,236065,),0,0,0,
10:55.7,236085,(,0,0,1,
10:55.8,236107,N,0,0,0,
10:55.8,236116,),0,0,1,
10:56.0,236188,(,0,0,2,
10:56.1,236199,t,0,0,4,
10:56.2,236246,t,0,0,4,
10:56.3,236278,),0,0,2,
10:57.1,236580,(,0,0,0,
10:57.2,236606,p,0,0,0,
10:57.2,236622,),0,0,0,
10:57.3,236641,(,0,0,1,
10:57.4,236664,N,0,0,0,
10:57.4,236671,),0,0,1,
10:57.6,236739,(,0,0,2,
10:57.6,236749,t,0,0,4,
10:57.7,236789,t,0,0,4,
10:57.8,236823,),0,0,2,
10:57.8,236842,(,0,0,0,
10:57.9,236869,p,0,0,0,
10:58.0,236888,),0,0,0,
10:58.0,236905,(,0,0,1,
10:58.1,236926,N,0,0,0,
10:58.1,236935,),0,0,1,
10:58.3,237005,(,0,0,2,
10:58.3,237014,t,0,0,4,
10:58.4,237052,t,0,0,4,
10:58.5,237089,),0,0,2,
10:58.6,237123,(,0,0,0,
10:58.7,237143,p,0,0,0,
10:58.7,237160,),0,0,0,
10:58.8,237185,(,0,0,1,
10:58.9,237204,N,0,0,0,
10:58.9,237212,),0,0,1,
10:59.1,237285,(,0,0,2,
10:59.1,237300,t,0,0,1,
10:59.2,237337,),0,0,2,
11:01.0,237983,(,0,0,0,
11:01.1,238005,p,0,0,0,
11:01.1,238026,),0,0,0,
11:01.2,238048,(,0,0,1,
11:01.3,238069,N,0,0,0,
11:01.3,238078,),0,0,1,
11:01.5,238144,(,0,0,2,
11:01.5,238155,t,0,0,4,
11:01.6,238190,t,0,0,4,
11:01.7,238235,),0,0,2,
11:02.5,238532,(,0,0,0,
11:02.6,238554,p,0,0,0,
11:02.7,238572,),0,0,0,
11:02.7,238590,(,0,0,1,
11:02.8,238609,N,0,0,0,
11:02.8,238618,),0,0,1,
11:03.0,238689,(,0,0,2,
11:03.0,238702,t,0,0,4,
11:03.1,238745,t,0,0,4,
11:03.2,238760,),0,0,2,
11:03.3,238803,(,0,0,0,
11:03.4,238826,p,0,0,0,
11:03.4,238846,),0,0,0,
11:03.5,238865,(,0,0,1,
11:03.5,238883,N,0,0,0,
11:03.5,238890,),0,0,1,
11:03.8,238986,(,0,0,2,
11:03.9,239015,t,0,0,0,
11:04.0,239044,),0,0,2,
11:04.0,239072,(,0,0,0,
11:04.1,239100,p,0,0,0,
11:04.2,239117,),0,0,0,
11:04.2,239135,(,0,0,1,
11:04.3,239156,N,0,0,0,
11:04.3,239165,),0,0,1,
11:04.4,239205,(,0,0,2,
11:04.4,239214,t,0,0,4,
11:04.6,239278,t,0,0,4,
11:04.7,239317,),0,0,2,
11:04.8,239351,(,0,0,0,
11:04.9,239375,p,0,0,0,
11:04.9,239392,),0,0,0,
11:05.0,239414,(,0,0,1,
11:05.0,239432,N,0,0,0,
11:05.1,239439,),0,0,1,
11:05.1,239469,(,0,0,2,
11:05.2,239481,t,0,0,4,
11:05.4,239574,t,0,0,4,
11:05.5,239601,),0,0,2,
11:05.6,239635,(,0,0,0,
11:05.7,239658,p,0,0,0,
11:05.7,239673,),0,0,0,
11:05.8,239698,(,0,0,1,
11:05.8,239717,N,0,0,0,
11:05.9,239724,),0,0,1,
11:06.0,239794,(,0,0,2,
11:06.1,239811,t,0,0,4,
11:06.2,239844,t,0,0,4,
11:06.3,239885,),0,0,2,
11:07.1,240178,(,0,0,0,
11:07.2,240200,p,0,0,0,
11:07.2,240224,),0,0,0,
11:07.3,240244,(,0,0,1,
11:07.4,240266,N,0,0,0,
11:07.4,240273,),0,0,1,
11:07.6,240362,(,0,0,2,
11:07.7,240391,t,0,0,0,
11:07.8,240439,),0,0,2,
11:07.9,240456,(,0,0,0,
11:08.0,240484,p,0,0,0,
11:08.0,240502,),0,0,0,
11:08.1,240521,(,0,0,1,
11:08.1,240540,N,0,0,0,
11:08.1,240547,),0,0,1,
11:08.4,240624,(,0,0,2,
11:08.4,240636,t,0,0,4,
11:08.5,240684,t,0,0,4,
11:08.6,240704,),0,0,2,
11:08.6,240731,(,0,0,0,
11:08.7,240753,p,0,0,0,
11:08.8,240770,),0,0,0,
11:08.8,240789,(,0,0,1,
11:08.9,240808,N,0,0,0,
11:08.9,240816,),0,0,1,
11:09.1,240881,(,0,0,2,
11:09.1,240895,t,0,0,4,
11:09.2,240930,t,0,0,4,
11:09.3,240961,),0,0,2,
11:09.4,240988,(,0,0,0,
11:09.4,241010,p,0,0,0,
11:09.5,241027,),0,0,0,
11:09.5,241047,(,0,0,1,
11:09.6,241064,N,0,0,0,
11:09.6,241072,),0,0,1,
11:09.8,241136,(,0,0,2,
11:09.8,241145,t,0,0,4,
11:09.9,241189,t,0,0,4,
11:10.0,241215,),0,0,2,
11:10.1,241237,(,0,0,0,
11:10.1,241261,p,0,0,0,
11:10.2,241279,),0,0,0,
11:10.2,241301,(,0,0,1,
11:10.3,241317,N,0,0,0,
11:10.3,241324,),0,0,1,
11:10.5,241390,(,0,0,2,
11:10.5,241409,t,0,0,4,
11:10.6,241445,t,0,0,4,
11:10.7,241461,),0,0,2,
11:10.8,241499,(,0,0,0,
11:10.9,241529,p,0,0,0,
11:10.9,241548,),0,0,0,
11:11.0,241567,(,0,0,1,
11:11.0,241587,N,0,0,0,
11:11.0,241595,),0,0,1,
11:11.2,241663,(,0,0,2,
11:11.3,241683,t,0,0,4,
11:11.4,241721,t,0,0,4,
11:11.5,241764,),0,0,2,
11:11.5,241775,(,0,0,0,
11:11.6,241795,p,0,0,0,
11:11.6,241811,),0,0,0,
11:11.7,241837,(,0,0,1,
11:11.8,241854,N,0,0,0,
11:11.8,241861,),0,0,1,
11:12.0,241929,(,0,0,2,
11:12.0,241938,t,0,0,4,
11:12.1,241982,t,0,0,4,
11:12.2,242025,),0,0,2,
11:12.3,242033,(,0,0,0,
11:12.3,242058,p,0,0,0,
11:12.4,242074,),0,0,0,
11:12.4,242096,(,0,0,1,
11:12.5,242113,N,0,0,0,
11:12.5,242120,),0,0,1,
11:12.8,242211,(,0,0,2,
11:12.8,242241,t,0,0,0,
11:12.9,242273,),0,0,2,
11:13.0,242293,(,0,0,0,
11:13.1,242316,p,0,0,0,
11:13.1,242333,),0,0,0,
11:13.2,242354,(,0,0,1,
11:13.2,242372,N,0,0,0,
11:13.2,242381,),0,0,1,
11:13.4,242443,(,0,0,2,
11:13.5,242461,t,0,0,4,
11:13.6,242510,t,0,0,4,
11:13.7,242543,),0,0,2,
11:13.7,242554,(,0,0,0,
11:13.8,242575,p,0,0,0,
11:13.8,242591,),0,0,0,
11:13.9,242614,(,0,0,1,
11:13.9,242631,N,0,0,0,
11:13.9,242637,),0,0,1,
11:14.1,242699,(,0,0,2,
11:14.2,242716,t,0,0,4,
11:14.3,242752,t,0,0,4,
11:14.4,242787,),0,0,2,
11:14.4,242798,(,0,0,0,
11:14.5,242826,p,0,0,0,
11:14.5,242840,),0,0,0,
11:14.6,242861,(,0,0,1,
11:14.6,242878,N,0,0,0,
11:14.6,242887,),0,0,1,
11:14.9,242972,(,0,0,2,
11:15.0,243003,t,0,0,0,
11:15.1,243040,),0,0,2,
11:15.1,243054,(,0,0,0,
11:15.2,243077,p,0,0,0,
11:15.2,243093,),0,0,0,
11:15.3,243113,(,0,0,1,
11:15.3,243130,N,0,0,0,
11:15.3,243137,),0,0,1,
11:15.6,243228,(,0,0,2,
11:15.7,243258,t,0,0,0,
11:15.8,243298,),0,0,2,
11:15.8,243306,(,0,0,0,
11:15.9,243332,p,0,0,0,
11:15.9,243349,),0,0,0,
11:16.0,243368,(,0,0,1,
11:16.0,243387,N,0,0,0,
11:16.0,243394,),0,0,1,
11:16.2,243453,(,0,0,2,
11:16.3,243476,t,0,0,4,
11:16.4,243524,t,0,0,4,
11:16.5,243554,),0,0,2,
11:16.5,243564,(,0,0,0,
11:16.6,243587,p,0,0,0,
11:16.6,243607,),0,0,0,
11:16.7,243624,(,0,0,1,
11:16.7,243642,N,0,0,0,
11:16.8,243651,),0,0,1,
11:16.9,243711,(,0,0,2,
11:17.0,243729,t,0,0,4,
11:17.1,243771,t,0,0,4,
11:17.1,243787,),0,0,2,
11:17.2,243820,(,0,0,0,
11:17.3,243848,p,0,0,0,
11:17.3,243863,),0,0,0,
11:17.4,243888,(,0,0,1,
11:17.5,243907,N,0,0,0,
11:17.5,243914,),0,0,1,
11:17.7,243989,(,0,0,2,
11:17.7,243999,t,0,0,4,
11:17.8,244037,t,0,0,4,
11:18.0,244083,),0,0,2,
11:18.0,244102,(,0,0,0,
11:18.1,244122,p,0,0,0,
11:18.1,244148,),0,0,0,
11:18.2,244167,(,0,0,1,
11:18.3,244190,N,0,0,0,
11:18.3,244198,),0,0,1,
11:18.5,244268,(,0,0,2,
11:18.5,244282,t,0,0,4,
11:18.6,244318,t,0,0,4,
11:18.7,244351,),0,0,2,
11:18.8,244380,(,0,0,0,
11:18.8,244401,p,0,0,0,
11:18.9,244427,),0,0,0,
11:19.0,244443,(,0,0,1,
11:19.0,244460,N,0,0,0,
11:19.0,244469,),0,0,1,
11:19.2,244535,(,0,0,2,
11:19.3,244554,t,0,0,4,
11:19.4,244591,t,0,0,4,
11:19.5,244628,),0,0,2,
11:19.5,244652,(,0,0,0,
11:19.6,244675,p,0,0,0,
11:19.6,244689,),0,0,0,
11:19.7,244711,(,0,0,1,
11:19.8,244728,N,0,0,0,
11:19.8,244735,),0,0,1,
11:20.0,244800,(,0,0,2,
11:20.0,244813,t,0,0,4,
11:20.1,244852,t,0,0,4,
11:20.1,244871,),0,0,2,
11:20.2,244907,(,0,0,0,
11:20.3,244931,p,0,0,0,
11:20.4,244946,),0,0,0,
11:20.4,244966,(,0,0,1,
11:20.5,244983,N,0,0,0,
11:20.5,244990,),0,0,1,
11:20.6,245048,(,0,0,2,
11:20.7,245063,t,0,0,4,
11:20.8,245101,t,0,0,4,
11:20.9,245141,),0,0,2,
11:21.0,245170,(,0,0,0,
11:21.0,245188,p,0,0,0,
11:21.1,245208,),0,0,0,
11:21.1,245227,(,0,0,1,
11:21.2,245245,N,0,0,0,
11:21.2,245253,),0,0,1,
11:21.4,245308,(,0,0,2,
11:21.4,245325,t,0,0,4,
11:21.5,245364,t,0,0,4,
11:21.6,245401,),0,0,2,
11:21.7,245433,(,0,0,0,
11:21.8,245459,p,0,0,0,
11:21.8,245475,),0,0,0,
11:21.9,245496,(,0,0,1,
11:21.9,245514,N,0,0,0,
11:22.0,245521,),0,0,1,
11:22.1,245588,(,0,0,2,
11:22.2,245604,t,0,0,4,
11:22.3,245638,t,0,0,4,
11:22.4,245679,),0,0,2,
11:22.5,245709,(,0,0,0,
11:22.5,245732,p,0,0,0,
11:22.6,245752,),0,0,0,
11:22.7,245772,(,0,0,1,
11:22.7,245790,N,0,0,0,
11:22.7,245798,),0,0,1,
11:22.8,245843,(,0,0,2,
11:22.9,245858,t,0,0,4,
11:23.1,245920,t,0,0,4,
11:23.1,245938,),0,0,2,
11:23.2,245981,(,0,0,0,
11:23.3,246006,p,0,0,0,
11:23.3,246023,),0,0,0,
11:23.4,246043,(,0,0,1,
11:23.5,246064,N,0,0,0,
11:23.5,246071,),0,0,1,
11:23.6,246114,(,0,0,2,
11:23.6,246129,t,0,0,4,
11:23.8,246198,t,0,0,4,
11:24.0,246241,),0,0,2,
11:24.0,246266,(,0,0,0,
11:24.1,246293,p,0,0,0,
11:24.1,246310,),0,0,0,
11:24.2,246329,(,0,0,1,
11:24.3,246351,N,0,0,0,
11:24.3,246359,),0,0,1,
11:24.5,246429,(,0,0,2,
11:24.5,246442,t,0,0,4,
11:24.6,246478,t,0,0,4,
11:24.7,246520,),0,0,2,
11:24.9,246565,(,0,0,0,
11:24.9,246582,p,0,0,0,
11:25.0,246606,),0,0,0,
11:25.0,246629,(,0,0,1,
11:25.1,246646,N,0,0,0,
11:25.1,246653,),0,0,1,
11:25.3,246720,(,0,0,2,
11:25.3,246740,t,0,0,4,
11:25.5,246782,t,0,0,4,
11:25.5,246796,),0,0,2,
11:25.7,246858,(,0,0,0,
11:25.7,246882,p,0,0,0,
11:25.8,246898,),0,0,0,
11:25.8,246915,(,0,0,1,
11:25.9,246934,N,0,0,0,
11:25.9,246942,),0,0,1,
11:26.1,247006,(,0,0,2,
11:26.1,247019,t,0,0,4,
11:26.2,247054,t,0,0,4,
11:26.3,247095,),0,0,2,
11:26.4,247120,(,0,0,0,
11:26.5,247142,p,0,0,0,
11:26.5,247160,),0,0,0,
11:26.6,247179,(,0,0,1,
11:26.6,247200,N,0,0,0,
11:26.6,247208,),0,0,1,
11:26.8,247249,(,0,0,2,
11:26.8,247264,t,0,0,4,
11:27.0,247320,t,0,0,4,
11:27.1,247359,),0,0,2,
11:27.1,247385,(,0,0,0,
11:27.2,247413,p,0,0,0,
11:27.3,247429,),0,0,0,
11:27.3,247447,(,0,0,1,
11:27.4,247468,N,0,0,0,
11:27.4,247474,),0,0,1,
11:27.6,247540,(,0,0,2,
11:27.6,247551,t,0,0,4,
11:27.7,247587,t,0,0,4,
11:27.8,247621,),0,0,2,
11:28.7,247935,(,0,0,0,
11:28.7,247960,p,0,0,0,
11:28.8,247976,),0,0,0,
11:28.8,247997,(,0,0,1,
11:28.9,248016,N,0,0,0,
11:28.9,248024,),0,0,1,
11:29.1,248095,(,0,0,2,
11:29.1,248110,t,0,0,4,
11:29.2,248144,t,0,0,4,
11:29.4,248190,),0,0,2,
11:29.4,248212,(,0,0,0,
11:29.5,248241,p,0,0,0,
11:29.6,248257,),0,0,0,
11:29.6,248280,(,0,0,1,
11:29.7,248299,N,0,0,0,
11:29.7,248306,),0,0,1,
11:29.9,248370,(,0,0,2,
11:29.9,248386,t,0,0,4,
11:30.0,248429,t,0,0,4,
11:30.1,248447,),0,0,2,
11:31.8,249075,(,0,0,0,
11:31.9,249102,p,0,0,0,
11:31.9,249119,),0,0,0,
11:32.0,249137,(,0,0,1,
11:32.1,249157,N,0,0,0,
11:32.1,249166,),0,0,1,
11:32.3,249230,(,0,0,2,
11:32.3,249244,t,0,0,4,
11:32.4,249279,t,0,0,4,
11:32.5,249331,),0,0,2,
11:32.6,249348,(,0,0,0,
11:32.7,249380,p,0,0,0,
11:32.7,249396,),0,0,0,
11:32.8,249414,(,0,0,1,
11:32.8,249432,N,0,0,0,
11:32.8,249439,),0,0,1,
11:33.0,249512,(,0,0,2,
11:33.1,249522,t,0,0,4,
11:33.2,249558,t,0,0,4,
11:33.2,249579,),0,0,2,
11:34.2,249913,(,0,0,0,
11:34.2,249930,p,0,0,0,
11:34.3,249951,),0,0,0,
11:34.3,249969,(,0,0,1,
11:34.4,249987,N,0,0,0,
11:34.4,249994,),0,0,1,
11:34.6,250057,(,0,0,2,
11:34.6,250078,t,0,0,4,
11:34.7,250127,t,0,0,4,
11:34.8,250151,),0,0,2,
11:34.9,250191,(,0,0,0,
11:35.0,250216,p,0,0,0,
11:35.0,250235,),0,0,0,
11:35.1,250252,(,0,0,1,
11:35.2,250272,N,0,0,0,
11:35.2,250279,),0,0,1,
11:35.3,250314,(,0,0,2,
11:35.3,250327,t,0,0,4,
11:35.5,250412,t,0,0,4,
11:35.6,250437,),0,0,2,
11:35.7,250481,(,0,0,0,
11:35.8,250500,p,0,0,0,
11:35.8,250519,),0,0,0,
11:35.9,250537,(,0,0,1,
11:35.9,250557,N,0,0,0,
11:36.0,250566,),0,0,1,
11:36.2,250665,(,0,0,2,
11:36.3,250691,t,0,0,0,
11:36.4,250731,),0,0,2,
11:38.2,251357,(,0,0,0,
11:38.2,251387,p,0,0,0,
11:38.3,251404,),0,0,0,
11:38.3,251422,(,0,0,1,
11:38.4,251440,N,0,0,0,
11:38.4,251447,),0,0,1,
11:38.6,251496,(,0,0,2,
11:38.6,251524,t,0,0,4,
11:38.7,251558,t,0,0,4,
11:38.8,251592,),0,0,2,
11:38.9,251631,(,0,0,0,
11:39.0,251653,p,0,0,0,
11:39.0,251669,),0,0,0,
11:39.1,251689,(,0,0,1,
11:39.1,251709,N,0,0,0,
11:39.2,251717,),0,0,1,
11:39.3,251779,(,0,0,2,
11:39.4,251793,t,0,0,4,
11:39.5,251853,t,0,0,4,
11:39.6,251873,),0,0,2,
11:40.5,252204,(,0,0,0,
11:40.6,252227,p,0,0,0,
11:40.6,252246,),0,0,0,
11:40.7,252266,(,0,0,1,
11:40.7,252284,N,0,0,0,
11:40.8,252292,),0,0,1,
11:40.9,252357,(,0,0,2,
11:41.0,252383,t,0,0,4,
11:41.1,252428,t,0,0,4,
11:41.2,252444,),0,0,2,
11:41.3,252498,(,0,0,0,
11:41.4,252527,p,0,0,0,
11:41.5,252543,),0,0,0,
11:41.5,252562,(,0,0,1,
11:41.6,252584,N,0,0,0,
11:41.6,252591,),0,0,1,
11:41.8,252653,(,0,0,2,
11:41.8,252673,t,0,0,4,
11:41.9,252714,t,0,0,4,
11:42.0,252754,),0,0,2,
11:42.1,252784,(,0,0,0,
11:42.2,252810,p,0,0,0,
11:42.3,252829,),0,0,0,
11:42.3,252848,(,0,0,1,
11:42.4,252867,N,0,0,0,
11:42.4,252874,),0,0,1,
11:42.5,252933,(,0,0,2,
11:42.6,252955,t,0,0,4,
11:42.7,252997,t,0,0,4,
11:42.8,253040,),0,0,2,
11:42.9,253077,(,0,0,0,
11:43.0,253100,p,0,0,0,
11:43.1,253116,),0,0,0,
11:43.1,253140,(,0,0,1,
11:43.2,253158,N,0,0,0,
11:43.2,253165,),0,0,1,
11:43.4,253242,(,0,0,2,
11:43.4,253255,t,0,0,4,
11:43.6,253299,t,0,0,4,
11:43.6,253319,),0,0,2,
11:43.8,253374,(,0,0,0,
11:43.8,253401,p,0,0,0,
11:43.9,253419,),0,0,0,
11:43.9,253436,(,0,0,1,
11:44.0,253455,N,0,0,0,
11:44.0,253464,),0,0,1,
11:44.2,253529,(,0,0,2,
11:44.3,253549,t,0,0,1,
11:44.3,253577,),0,0,2,
11:44.6,253667,(,0,0,0,
11:44.6,253686,p,0,0,0,
11:44.7,253706,),0,0,0,
11:44.7,253722,(,0,0,1,
11:44.8,253740,N,0,0,0,
11:44.8,253747,),0,0,1,
11:45.0,253814,(,0,0,2,
11:45.0,253828,t,0,0,4,
11:45.1,253861,t,0,0,4,
11:45.3,253908,),0,0,2,
11:45.3,253926,(,0,0,0,
11:45.4,253953,p,0,0,0,
11:45.4,253969,),0,0,0,
11:45.5,253989,(,0,0,1,
11:45.5,254009,N,0,0,0,
11:45.6,254017,),0,0,1,
11:45.7,254075,(,0,0,2,
11:45.8,254093,t,0,0,4,
11:45.9,254148,t,0,0,4,
11:46.0,254172,),0,0,2,
11:46.1,254198,(,0,0,0,
11:46.1,254228,p,0,0,0,
11:46.2,254244,),0,0,0,
11:46.2,254263,(,0,0,1,
11:46.3,254281,N,0,0,0,
11:46.3,254288,),0,0,1,
11:46.5,254354,(,0,0,2,
11:46.5,254366,t,0,0,4,
11:46.7,254415,t,0,0,4,
11:46.8,254448,),0,0,2,
11:47.7,254804,(,0,0,0,
11:47.8,254830,p,0,0,0,
11:47.9,254846,),0,0,0,
11:47.9,254869,(,0,0,1,
11:48.0,254890,N,0,0,0,
11:48.0,254898,),0,0,1,
11:48.2,254971,(,0,0,2,
11:48.2,254987,t,0,0,4,
11:48.4,255030,t,0,0,4,
11:48.4,255055,),0,0,2,
11:48.5,255087,(,0,0,0,
11:48.6,255112,p,0,0,0,
11:48.6,255130,),0,0,0,
11:48.7,255149,(,0,0,1,
11:48.8,255169,N,0,0,0,
11:48.8,255177,),0,0,1,
11:49.0,255251,(,0,0,2,
11:49.0,255263,t,0,0,4,
11:49.1,255300,t,0,0,4,
11:49.2,255333,),0,0,2,
11:49.3,255369,(,0,0,0,
11:49.4,255396,p,0,0,0,
11:49.4,255411,),0,0,0,
11:49.5,255434,(,0,0,1,
11:49.5,255452,N,0,0,0,
11:49.6,255459,),0,0,1,
11:49.7,255525,(,0,0,2,
11:49.8,255538,t,0,0,4,
11:49.9,255575,t,0,0,4,
11:50.0,255616,),0,0,2,
11:50.1,255658,(,0,0,0,
11:50.2,255685,p,0,0,0,
11:50.2,255700,),0,0,0,
11:50.3,255719,(,0,0,1,
11:50.3,255737,N,0,0,0,
11:50.4,255746,),0,0,1,
11:50.5,255815,(,0,0,2,
11:50.6,255830,t,0,0,4,
11:50.7,255868,t,0,0,4,
11:50.8,255905,),0,0,2,
11:51.7,256213,(,0,0,0,
11:51.7,256240,p,0,0,0,
11:51.8,256255,),0,0,0,
11:51.8,256276,(,0,0,1,
11:51.9,256294,N,0,0,0,
11:51.9,256301,),0,0,1,
11:52.1,256370,(,0,0,2,
11:52.1,256380,t,0,0,4,
11:52.2,256418,t,0,0,4,
11:52.3,256435,),0,0,2,
11:52.4,256489,(,0,0,0,
11:52.5,256510,p,0,0,0,
11:52.5,256531,),0,0,0,
11:52.6,256553,(,0,0,1,
11:52.6,256571,N,0,0,0,
11:52.7,256578,),0,0,1,
11:52.9,256647,(,0,0,2,
11:52.9,256662,t,0,0,4,
11:53.0,256698,t,0,0,4,
11:53.1,256743,),0,0,2,
11:53.2,256772,(,0,0,0,
11:53.3,256799,p,0,0,0,
11:53.3,256815,),0,0,0,
11:53.4,256837,(,0,0,1,
11:53.4,256859,N,0,0,0,
11:53.5,256867,),0,0,1,
11:53.7,256940,(,0,0,2,
11:53.7,256954,t,0,0,4,
11:53.9,257004,t,0,0,4,
11:53.9,257034,),0,0,2,
11:54.0,257071,(,0,0,0,
11:54.1,257093,p,0,0,0,
11:54.2,257112,),0,0,0,
11:54.2,257135,(,0,0,1,
11:54.3,257157,N,0,0,0,
11:54.3,257165,),0,0,1,
11:54.5,257235,(,0,0,2,
11:54.5,257255,t,0,0,1,
11:54.6,257282,),0,0,2,
11:56.3,257888,(,0,0,0,
11:56.4,257915,p,0,0,0,
11:56.4,257930,),0,0,0,
11:56.5,257947,(,0,0,1,
11:56.5,257965,N,0,0,0,
11:56.5,257973,),0,0,1,
11:56.7,258026,(,0,0,2,
11:56.8,258054,t,0,0,4,
11:56.9,258105,t,0,0,4,
11:57.0,258123,),0,0,2,
11:57.0,258146,(,0,0,0,
11:57.1,258169,p,0,0,0,
11:57.1,258186,),0,0,0,
11:57.2,258207,(,0,0,1,
11:57.2,258225,N,0,0,0,
11:57.3,258231,),0,0,1,
11:57.5,258318,(,0,0,2,
11:57.6,258343,t,0,0,0,
11:57.7,258374,),0,0,2,
11:59.2,258919,(,0,0,0,
11:59.2,258946,p,0,0,0,
11:59.3,258961,),0,0,0,
11:59.3,258983,(,0,0,1,
11:59.4,259004,N,0,0,0,
11:59.4,259014,),0,0,1,
11:59.6,259078,(,0,0,2,
11:59.7,259101,t,0,0,4,
11:59.8,259145,t,0,0,4,
11:59.9,259174,),0,0,2,
11:59.9,259193,(,0,0,0,
12:00.0,259221,p,0,0,0,
12:00.1,259238,),0,0,0,
12:00.1,259260,(,0,0,1,
12:00.2,259279,N,0,0,0,
12:00.2,259286,),0,0,1,
12:00.4,259355,(,0,0,2,
12:00.4,259368,t,0,0,4,
12:00.5,259410,t,0,0,4,
12:00.6,259441,),0,0,2,
12:00.7,259455,(,0,0,0,
12:00.7,259480,p,0,0,0,
12:00.8,259499,),0,0,0,
12:00.8,259522,(,0,0,1,
12:00.9,259540,N,0,0,0,
12:00.9,259547,),0,0,1,
12:01.2,259639,(,0,0,2,
12:01.2,259666,t,0,0,0,
12:01.4,259704,),0,0,2,
12:02.2,259996,(,0,0,0,
12:02.2,260018,p,0,0,0,
12:02.3,260035,),0,0,0,
12:02.3,260057,(,0,0,1,
12:02.4,260075,N,0,0,0,
12:02.4,260082,),0,0,1,
12:02.6,260147,(,0,0,2,
12:02.6,260167,t,0,0,4,
12:02.7,260203,t,0,0,4,
12:02.8,260240,),0,0,2,
12:02.9,260252,(,0,0,0,
12:03.0,260282,p,0,0,0,
12:03.0,260299,),0,0,0,
12:03.0,260315,(,0,0,1,
12:03.1,260333,N,0,0,0,
12:03.1,260340,),0,0,1,
12:03.3,260402,(,0,0,2,
12:03.3,260416,t,0,0,4,
12:03.4,260455,t,0,0,4,
12:03.5,260477,),0,0,2,
12:04.3,260772,(,0,0,0,
12:04.4,260795,p,0,0,0,
12:04.4,260813,),0,0,0,
12:04.5,260832,(,0,0,1,
12:04.5,260851,N,0,0,0,
12:04.6,260859,),0,0,1,
12:04.7,260926,(,0,0,2,
12:04.8,260940,t,0,0,4,
12:04.9,260975,t,0,0,4,
12:05.0,261016,),0,0,2,
12:05.1,261047,(,0,0,0,
12:05.1,261068,p,0,0,0,
12:05.2,261089,),0,0,0,
12:05.3,261112,(,0,0,1,
12:05.3,261131,N,0,0,0,
12:05.3,261138,),0,0,1,
12:05.5,261200,(,0,0,2,
12:05.6,261226,t,0,0,4,
12:05.7,261269,t,0,0,4,
12:05.8,261299,),0,0,2,
12:05.9,261327,(,0,0,0,
12:05.9,261355,p,0,0,0,
12:06.0,261372,),0,0,0,
12:06.1,261396,(,0,0,1,
12:06.1,261416,N,0,0,0,
12:06.1,261424,),0,0,1,
12:06.3,261495,(,0,0,2,
12:06.4,261509,t,0,0,4,
12:06.5,261547,t,0,0,4,
12:06.6,261579,),0,0,2,
12:06.6,261605,(,0,0,0,
12:06.7,261633,p,0,0,0,
12:06.8,261650,),0,0,0,
12:06.8,261670,(,0,0,1,
12:06.9,261689,N,0,0,0,
12:06.9,261697,),0,0,1,
12:06.9,261719,(,0,0,2,
12:07.0,261729,t,0,0,4,
12:07.2,261815,t,0,0,4,
12:07.3,261856,),0,0,2,
12:07.4,261887,(,0,0,0,
12:07.5,261909,p,0,0,0,
12:07.5,261930,),0,0,0,
12:07.6,261947,(,0,0,1,
12:07.6,261967,N,0,0,0,
12:07.7,261974,),0,0,1,
12:07.8,262038,(,0,0,2,
12:07.9,262056,t,0,0,4,
12:08.0,262090,t,0,0,4,
12:08.1,262134,),0,0,2,
12:08.2,262160,(,0,0,0,
12:08.2,262184,p,0,0,0,
12:08.3,262202,),0,0,0,
12:08.3,262222,(,0,0,1,
12:08.4,262240,N,0,0,0,
12:08.4,262247,),0,0,1,
12:08.6,262310,(,0,0,2,
12:08.6,262331,t,0,0,4,
12:08.7,262366,t,0,0,4,
12:08.8,262403,),0,0,2,
12:08.9,262434,(,0,0,0,
12:09.0,262459,p,0,0,0,
12:09.1,262477,),0,0,0,
12:09.1,262497,(,0,0,1,
12:09.2,262515,N,0,0,0,
12:09.2,262522,),0,0,1,
12:09.4,262605,(,0,0,2,
12:09.5,262635,t,0,0,0,
12:09.6,262685,),0,0,2,
12:10.5,262981,(,0,0,0,
12:10.5,263002,p,0,0,0,
12:10.6,263022,),0,0,0,
12:10.6,263040,(,0,0,1,
12:10.7,263061,N,0,0,0,
12:10.7,263069,),0,0,1,
12:10.9,263141,(,0,0,2,
12:10.9,263152,t,0,0,4,
12:11.0,263182,t,0,0,4,
12:11.1,263225,),0,0,2,
12:11.2,263262,(,0,0,0,
12:11.3,263287,p,0,0,0,
12:11.4,263308,),0,0,0,
12:11.4,263329,(,0,0,1,
12:11.5,263349,N,0,0,0,
12:11.5,263357,),0,0,1,
12:11.7,263431,(,0,0,2,
12:11.7,263446,t,0,0,4,
12:11.8,263480,t,0,0,4,
12:11.9,263518,),0,0,2,
12:12.0,263553,(,0,0,0,
12:12.1,263580,p,0,0,0,
